id,name,desc,type,clazz,rarity,cost,combo,price,level,exp,bHp,bAtk,bRcv,mHp,mAtk,mRcv,specName,specDesc,capName,capDesc
190,Blue Elder Turtle,"Thousand-year-old blue-shelled turtle. Due to its rapid rising and submerging, it can create whirlpools. Its shell is used to make medicine for improving intelligence. ",3,5,5,4,4,150000,1,0,1000,30,30,1000,30,30,None,None,None,None
191,Green Elder Turtle,Thousand-year-old green-shelled turtle. It sleeps for such long periods that it is commonly mistaken for an island. Its shell is used to make medicine for improving intelligence.,2,5,5,4,4,150000,1,0,1000,30,30,1000,30,30,None,None,None,None
192,Yellow Elder Turtle,Thousand-year-old yellow-shelled turtle. Its curious nature causes it to chase after ships or other living creatures. Its shell is used to make medicine for improving intelligence.,4,5,5,4,4,150000,1,0,1000,30,30,1000,30,30,None,None,None,None
193,Black Elder Turtle,Thousand-year-old black-shelled turtle. It lives deep in the ocean and so is rarely seen. Its shell is used to make medicine for improving intelligence.,5,5,5,4,4,150000,1,0,1000,30,30,1000,30,30,None,None,None,None
201,Miss Valentine,Baroque Works agent. She uses Kilo-Kilo Fruit and is friend with Mr. 5. Her mission at Whiskey Peak was ruined when she got wrapped up in a fight between Luffy and Zoro.,3,1,3,11,5,100,35,136167,120,114,34,860,488,144,None,None,"1,000 Kilo Body",Fighter-class characters' HP x 1.5
203,Mr. 3,Baroque Works officer agent. Selected as No. 3 due to his ability to execute highly detailed plans. Eating the Wax-Wax Fruit turned him into a Candle Man. His friend is Miss Goldenweek.,5,2,3,11,4,100,35,136167,196,100,26,926,515,120,None,None,Sculptor,INT ATK to character reduced by 10%
205,Miss Goldenweek,"Baroque Works agent. She's not a Devil Fruit user, but is a painter that is able to turn emotional colors into reality. She's friends with Mr. 3.",2,3,3,11,5,100,35,136167,51,51,81,301,301,305,None,None,Realist Painter,DEX type characters' HP and RCV x 1.2
207,Mr. 2 Bon Clay,"Baroque Works officer agent. Clone-Clone Fruit user. As a cross- dresser, he has both a male and female code name. Friendship is very important to him.",4,1,3,11,5,100,35,136167,94,93,46,690,403,201,None,None,Oh Come My Way Karete User,PSY ATK to character reduced by 10%
211,Mr. 9,"An agent of the shadowy Baroque Works organization. Hunted for Island Whale meat with his partner, Ms. Wednesday. A self-titled king.",3,3,2,10,5,100,35,90778,106,88,33,490,313,136,None,None,Acrobatter,Boosts ATK of Striker-type characters by 1.2x
233,Mr. 8,"An agent for the shadowy Baroque Works organization. He led a team of 100 bounty hunters as they pursued the Straw Hats, but ultimately wasn't even a match for Zoro alone.",4,4,2,10,5,100,35,90778,178,55,32,530,248,151,None,None,Heart of a Uniter,Boosts HP of PSY characters by 1.5x
235,Miss Monday,"An agent for the shadowy Baroque Works organization. Mr. 8's partner, she disguised herself as a nun at Whiskey Peak, where she held a drinking contest with Nami while secretly drinking plain old fizzy tea.",1,1,2,10,4,100,35,90778,66,126,27,350,500,97,None,None,A Bounty Hunter's Power,Boosts ATK of Fighter-class characters by 1.2x
266,Rainbow Pirate Penguin,"Adult form of Rainbow Robber Penguin. It's extremely rare and hardly ever shows itself to humans. In some regions, it is called the ""Messenger of the Gods.""",5,6,4,6,6,120,1,0,200,100,300,200,100,300,None,None,None,None
342,Red Jeweled Porc,A wild pig native to the coast. Adults are rich sources of nutrients and excellent for promoting growth. Its favorite scarf color is red.,1,5,2,2,4,200,10,2330,45,27,7,129,77,15,None,None,None,None
343,Blue Jeweled Porc,A wild pig native to the coast. Adults are rich sources of nutrients and excellent for promoting growth. Its favorite scarf color is blue.,3,5,2,2,4,200,10,2330,49,21,9,145,65,19,None,None,None,None
344,Green Jeweled Porc,A wild pig native to the coast. Adults are rich sources of nutrients and excellent for promoting growth. Its favorite scarf color is green.,2,5,2,2,4,200,10,2330,47,25,8,133,72,17,None,None,None,None
345,Yellow Jeweled Porc,A wild pig native to the coast. Adults are rich sources of nutrients and excellent for promoting growth. Its favorite scarf color is yellow.,4,5,2,2,4,200,10,2330,44,19,12,120,58,28,None,None,None,None
346,Black Jeweled Porc,A wild pig native to the coast. Adults are rich sources of nutrients and excellent for promoting growth. Its favorite scarf color is purple.,5,5,2,2,4,200,10,2330,42,30,7,119,88,14,None,None,None,None
347,Ruby Jeweled Porc,"Boss of the wild pigs native to the coast. Though violent and mischievous, it gets away with everything thanks to its cuteness. Its favorite color is red. The ruby it wears around its neck is passed down from boss pig to boss pig.",1,5,3,5,4,2000,1,0,169,97,22,169,97,22,None,None,None,None
348,Sapphire Jeweled Porc,"Boss of the wild pigs native to the coast. Restless and impetuous, it can never stay in the same place for more than 3 seconds. Its favorite color is blue. The sapphire it wears around its neck is passed down from boss pig to boss pig.",3,5,3,5,4,2000,1,0,185,85,26,185,85,26,None,None,None,None
349,Emerald Jeweled Porc,"Boss of the wild pigs native to the coast. Gentle and easygoing, it rarely attacks of its own volition. Its favorite color is green. The emerald it wears around its neck is passed down from boss pig to boss pig.",2,5,3,5,4,2000,1,0,173,92,24,173,92,24,None,None,None,None
350,Topaz Jeweled Porc,Boss of the wild pigs native to the coast. Rumor says that it will rescue any shipwreck survivors it finds on the beach. Its favorite color is yellow. The topaz it wears around its neck is passed down from boss pig to boss pig.,4,5,3,5,4,2000,1,0,160,78,35,160,78,35,None,None,None,None
351,Amethyst Jeweled Porc,Boss of the wild pigs native to the coast. Plots with its pack on the best ways to steal food from nearby houses. Its favorite color is purple. The amethyst it wears around its neck is passed down from boss pig to boss pig.,5,5,3,5,4,2000,1,0,159,108,21,159,108,21,None,None,None,None
43,One-Two Django,"Black Cat Pirate captain. Sometimes when he does One, Two Django hypnotism, he accidentally puts himself under its spell.",2,2,2,8,5,100,35,90778,118,64,39,556,271,139,"One, Two, Django",Changes [RCV] slot to [DEX] slot,Accidental Hypnotism,Damage taken reduced by 10%
18,Sanji Plastic Surgery Shot,"Straw Hat Pirates chef. He fights with his legs so as not to injure his cooking hands. He can use his kicks to make someone's face more handsome, but can't change the ""structure of the heart"".",3,1,4,7,5,200,35,136167,486,207,32,907,496,125,Plastic Surgery Shot,"For 2 turns, halves all enemies' DEF",Kicking Cook,QCK type characters' HP x 1.5
258,Blamenco,"6th division commander of the Whitebeard Pirates. In response to Whitebeard referring to his crew as his sons, Blamenco and his subordinates lovingly call him ""Pops"" in return.",1,3,4,18,4,500,50,392109,204,192,34,1150,775,150,Pocket Mallet,Changes DEX and QCK slots to STR slots,Strange Bulk,Doubles STR character ATK and RCV
259,Blamenco the Mallet,6th division commander of the Whitebeard Pirates. Endowed with powers that enable him to store objects of any size in pockets on his body. Takes out a hammer from pockets on his body to fight.,1,3,5,28,4,1000,99,4000000,1086,726,112,2488,1252,268,Pocket Mallet,Changes DEX and QCK slots to STR slots,Strange Bulk,Doubles STR character ATK and RCV
215,Neptunian Squid,"A large squid that attacked the Merry Go inside Laboon's stomach. It was quickly dispatched by a harpoon from Crocus, keeper of the Twin Capes Lighthouse.",2,3,3,18,8,200,50,392109,600,280,130,900,480,180,Poison Ink,Poisons all enemies,Mollusk Body,Boosts energy of Striker-type characters by 1.5x
67,Tashigi,"Swordfighter and petty officer under Smoker. She looks exactly like Zoro's childhood friend, Kuina. Her dream is to take back all named swords from villains. Her own sword is named ""Downpour"". ",3,2,3,9,5,400,50,392109,102,102,41,690,483,272,Quick Draw,25x character's ATK in QCK damage to one enemy,Sword Maniac,Slasher-class characters' RCV x 1.5
68,Tashigi Navy HQ Ensign,"Marine officer and Smoker's assistant. Once she learns about Crocodile's Alabasta plan, she works with the Straw Hat Pirates to stop him. As a result, she's promoted to the rank of ensign.",3,2,4,15,5,500,99,3000000,632,431,222,1434,921,434,Quick Draw,25x character's ATK in QCK damage to one enemy,Sword Freak,Slasher-class characters' RCV x 2
254,Vista,5th division commander of the Whitebeard Pirates. Has been a member of the Whitebeard Pirates for over 20 years.,5,2,4,18,5,500,50,392109,290,206,15,1388,806,100,Rose Rondo,5000 damage to all enemies,Flower Sword Aura,Doubles INT character ATK and HP
255,Flower Sword Vista,"5th division commander of the Whitebeard Pirates. Two-Sword Style swordsman. Also known as ""Flower Sword Vista."" His skills are good enough to be recognized by Mihawk, the greatest swordsman in the world. Uses Armament Haki.",5,2,5,28,5,1000,99,4000000,1314,732,72,2840,1325,185,Rose Rondo,5000 damage to all enemies,Flower Sword Aura,Doubles INT character ATK and HP
23,Tony Tony Chopper Brain Point,Straw Hat Pirates doctor. A reindeer that ate the Human-Human Devil Fruit. Brain Point turns him into human form where he can analyze his enemy's weaknesses.,5,1,4,9,5,200,50,392109,258,198,91,520,454,302,Scope,Changes neighboring character's slot to [RCV] slot,Cure-All Doctor [INT],INT type characters' RCV x 1.5
260,Edward Newgate,"Captain of the Whitebeard Pirates and one of the Four Emperors. The strongest pirate in the world, he was able to hold his own against Pirate King Roger and is said to be the one closest to the One Piece.",1,3,5,40,4,500,70,1422664,1338,522,80,3220,1060,156,Seaquake,Reduces HP of all enemies by 30%,The Power to Destroy the World,Boosts crew's ATK by 3x when remaining HP is low
261,Whitebeard,Captain of the Whitebeard Pirates and one of the Four Emperors. Real name: Edward Newgate. Endowed with Tremor-Tremor Fruit powers that enable him to create earthquakes and tsunamis. Can use Conqueror's Haki.,1,3,6,55,4,1000,99,5000000,3148,978,110,3900,1360,235,Seaquake,Reduces HP of all enemies by 30%,The Power to Destroy the World,Boosts crew's ATK by 3x when remaining HP is low
65,Arlong,Sawshark Fishman who controls the Conomi Islands. He formed the Arlong Pirates. His teeth can crush rocks and bombs and grow back quickly if broken.,1,2,3,10,5,10,50,392109,104,152,24,936,930,82,Shark On Darts,7x character's ATK in STR damage to one enemy,Fishman Power,Slasher-class characters' ATK x 2
66,Enraged Arlong Shark On Tooth,"Arlong Pirates captain. Nicknamed ""Arlong the Saw"", he is a Fishman whose eyes resemble a Sea King when he becomes enraged.",1,2,4,15,4,300,99,3000000,832,832,55,1974,1491,154,Shark On Tooth,15x character's ATK in STR damage to one enemy,Frenzy,Slasher-class characters' ATK x 2
127,Slasher Group Cabin Boy Blue Pirates,"Pirate new recruit. He's fast, but sensitive about his lack of power.",3,2,1,3,6,50,15,7532,75,41,11,347,118,31,Shield Crusher,"For 1 turn, halves all enemies' DEF",None,None
137,Shooter Group Cabin Boy Blue Pirates,Pirate new recruit. His dream is to become the world's fastest quick draw artist.,3,4,1,3,6,50,10,2330,39,17,25,125,53,80,Shield Crusher,"For 1 turn, halves all enemies' DEF",None,None
148,Slasher Group Crew Blue Pirates,Pirate fighter. Thinks striking and backing up quickly is the best way to fight.,3,2,2,7,5,100,35,90778,184,75,23,659,372,88,Shield Crusher,"For 1 turn, halves all enemies' DEF",None,None
158,Shooter Group Crew Blue Pirates,Pirate fighter. Never lost in a quick draw contest among his friends.,3,4,2,7,5,100,30,57558,75,20,61,299,110,203,Shield Crusher,"For 1 turn, halves all enemies' DEF",None,None
267,Rainbow Striped Dragon,Rainbow striped dragon. Eating one of its scales is said to grant new strength. These scales are so beautiful that they are like enormous jewels.,5,6,4,20,4,2000,1,0,1500,800,100,1500,800,100,Shield Crusher,"For 1 turn, halves all enemies' DEF",Dragon's Might,Entire crew's ATK x 1.5
32,Cabin Boy Coby,"Alvida Pirates former cabin boy. After being rescued by Luffy, he became a marine in Shells Town. His dream is to become a Navy officer.",4,1,3,9,5,200,50,392109,130,49,100,524,155,216,Shooting Spree,Changes [RCV] slot to [TND],Bold Resolve,"After turn, RCV x 2 healed in HP"
30,Iron-Mace Alvida Smooth-Smooth Fruit,"Leader of the Alvida Pirates. She became beautiful by eating the Smooth-Smooth Fruit, but thinks nothing has changed other than having lost her freckles.",1,3,4,15,6,300,99,3000000,766,625,135,1668,999,369,Slip-Slip Tracks,"For 1 turn, reduces damage by 80%",Smooth Body,STR ATK to character reduced by 50%
213,Laboon,"An Island Whale that blocked the Merry Go's progress after she passed the Red Line. Enraged after the bow of the ship broke off, Luffy attacked the whale, who then counterattacked and swallowed the entire ship whole.",1,1,3,18,5,100,50,392109,650,300,150,1100,500,200,Sorrowful Charge,20x character's ATK in STR damage to all enemies,Belief in Friends' Return,Your crew won't get knocked out as long as HP is above a certain level
214,Laboon (Luffy's drawing),"A whale who stubbornly believed that his pirate friends would return. He repeatedly rammed the Red Line in hopes of reuniting with them, but stopped after promising Luffy another battle.",1,1,4,22,5,200,99,3000000,1000,400,160,2500,850,250,Sorrowful Charge,20x character's ATK in STR damage to all enemies,Belief in Friends' Return,Your crew won't get knocked out as long as HP is above a certain level
17,Sanji,"Assistant chef at the ocean-going restaurant, Baratie. His love for women is unmatched. He considers it his duty to feed any hungry person, no matter who they are.",3,1,3,4,6,150,20,26184,136,64,17,506,218,60,Special Fried Rice,Heals character HP by 10x their HP,Womanizing Cook,QCK type characters' ATK x 1.5
1,Monkey D. Luffy,A boy who lives in Fushia Village. His dream is to be like the pirate Shanks. He accidentally ate Shanks' Gum-Gum Fruit and became rubberized.,1,1,2,1,5,50,5,163,42,15,8,134,68,15,Spinning Gum Punch,5x character's ATK in STR damage to one enemy,None,None
34,Cabin Boy Helmeppo,"Son of Axe-Hand Morgan. After his father, Morgan, was beaten by Luffy, the once spoiled Helmeppo joined the Navy as a new recruit.",5,1,3,8,5,200,50,392109,234,210,29,770,485,130,Straw Doll Of Resentment,"For 1 turn, reduces all enemies' DEF to 0",Oedipal Ambition,INT ATK to character reduced by 30%
218,Roronoa Zoro Streaming Wolf Swords,The Three-Sword Style swordsman of the Straw Hat Pirates. Streaming Wolf Swords parries the enemy's attack. His complete lack of direction causes him to get hopelessly lost if left to fend for himself.,2,2,4,15,5,150,50,392109,598,136,5,1902,582,19,Streaming Wolf Swords,Neutralize STR attacks for 1 turn,Attack Parry,Greatly cut damage taken when HP is full
236,Miss Monday Superhuman Brass Knuckles,"An agent for the shadowy Baroque Works organization. Mr. 8's partner, she prides herself in her strength. She let Miss Wednesday go free, reasoning that if she'll be punished for failing the mission either way, she at least wanted to protect a friend.",1,1,3,13,4,200,70,1066998,270,422,71,506,1005,186,Superhuman Brass Knuckles,20x character's ATK in STR damage to 1 foe,The Power to Protect a Friend,Boosts ATK of Fighter-class characters by 1.5x
14,Usopp Tabasco Star,"Straw Hat Pirates sniper. His top skills are lying, sniping and recruiting underlings. Chronic sufferer of ""Can't-get-on-this- island disease"". ",4,4,4,7,6,200,35,136167,286,148,85,627,240,257,Tabasco Star,Delays all enemies' attacks for 2 turns,Brave Sea Sniper,PSY type characters' ATK x 1.5
37,Cabaji the Acrobat,"Buggy Pirates second mate. Nicknamed ""Cabaji the Acrobat"", he is always on his unicycle and uses tops or fire to surprise his foes. The other members of the crew call that his ""carnival show"".",2,2,2,9,6,100,50,261406,134,77,32,824,458,130,The Dance Of A Hundred Kamikaze Tops,5x character's ATK in DEX damage to one enemy,Acrobatic Show,DEX type characters' ATK x 1.5
50,Patty,"Fighter cook at the ocean-going restaurant, Baratie. Even when he tries to be courteous, he winds up insulting customers. He and Carne are called the ""Gangster Combo"".",1,2,2,9,5,100,50,261406,140,65,35,872,314,170,The Meatball Of Doom,5x character's ATK in STR damage to one enemy,Fighting Chef,"After turn, RCV x 3 healed in HP"
6,Roronoa Zoro Three Thousand Worlds,"Three-Sword Style swordsman and member of the Straw Hat Pirates. A swordsman never turns his back on a foe and, after his defeat at the hands of Mihawk, he swore never to lose to him again.",2,2,4,7,6,200,35,136167,426,222,37,899,515,120,Three Thousand Worlds,10x character's ATK in DEX damage to all enemies,Unrelenting Swordsman,DEX type characters' ATK x 1.5
12,Nami Thunderbolt Tempo,"Straw Hat Pirates navigator. With her skill at meteorology, Nami was able to turn her Clima-Tact from a party trick to a masterful tool for controlling weather.",5,3,5,15,4,200,99,3000000,494,437,154,1262,1088,387,Thunderbolt Tempo,15x character's ATK in INT damage to all enemies,Weather-Controlling Navigator,INT type characters' ATK and HP x 1.5
10,Nami Tornado Tempo,Straw Hat Pirates navigator. She's an expert at meteorology and navigation. She left all the money she earned in her thieving days in her home village.,5,3,4,7,5,200,35,136167,336,192,62,783,453,160,Tornado Tempo,15x character's ATK in INT damage to one enemy,Sly Navigator,INT ATK x 1.5
15,Usopp Golden Pound,"Straw Hat Pirates sniper. He's skilled at lying, sniping and recruiting underlings. His pessimistic attitude is unrivaled.",4,4,4,9,6,200,50,392109,444,237,47,1080,648,144,Usopp Golden Pound,Delays all enemies' attacks for 3 turns,Brave Sea Sniper,PSY type characters' ATK x 1.5
222,Usopp Usopp Hammer,"The sniper of the Straw Hat Pirates. Besides his sniper skills, he can also use hammers and other items to stymie foes in a variety of ways. He's a coward, but he has the strength to hold his ground when the time calls for it.",4,3,3,12,5,150,35,136167,188,101,40,778,388,191,Usopp Hammer,Boost PSY attacks by 1.5x for 1 turn,Resolved Sniper,Boost PSY character's ATK by 1.2x
225,Mr. Prince Veau Shot,"The name Sanji called himself when he spoke to Crocodile. He fought against Mr. 3 to rescue his friends, who were held in a cage within Alabasta's Rain Dinners casino. Afterward, he used Mr. 3's powers to open the lock on the cage.",3,1,4,18,5,200,70,1066998,1101,422,93,1600,792,161,Veau Shot,20x character's ATK in SPD damage to 1 foe,Gentlemanly Cook,Score 2 Perfects in a row to boost character's ATK by 2.5x
69,Smoker,"Navy HQ Captain nicknamed ""Smoker the White Hunter"". He uses Plume- Plume Fruit which lets him turn his body into smoke. He's confident in his ability to catch pirates, but can't stop Luffy from escaping in Loguetown",2,3,3,9,5,400,50,392109,110,113,36,944,575,199,White Out,"For 3 turns, reduces damage by 50%",Plume-Plume Body,Damage taken reduced by 20%
70,Smoker the White Hunter,"Navy HQ Captain. Luffy calls him ""Smokey"". He lives in Loguetown but follows the Straw Hat Pirates to the Grand Line. ",2,3,4,15,5,500,99,3000000,872,515,154,1736,1070,334,White Out,"For 3 turns, reduces damage by 50%",White Body,Damage taken reduced by 20%
